research_initial_capital,research_final_equity,research_total_return_pct,research_cagr_pct,research_benchmark_return_pct,research_portfolio_alpha_pct,research_max_drawdown_pct,research_sharpe,research_calmar,research_trades,research_win_rate_pct,research_avg_trade_return_pct,research_avg_trade_alpha_pct,research_profit_factor,research_forced_regime_exits,research_avg_exposure_pct,research_turnover_pct,oos_initial_capital,oos_final_equity,oos_total_return_pct,oos_cagr_pct,oos_benchmark_return_pct,oos_portfolio_alpha_pct,oos_max_drawdown_pct,oos_sharpe,oos_calmar,oos_trades,oos_win_rate_pct,oos_avg_trade_return_pct,oos_avg_trade_alpha_pct,oos_profit_factor,oos_forced_regime_exits,oos_avg_exposure_pct,oos_turnover_pct,technical_audit_pass,final_candidate_pass
1000000.0,1561534.87,56.15,15.38,31.75,24.4,-60.61,0.56,0.25,265,48.68,0.64,0.4,1.22,56,58.44,17587.03,1000000.0,2412192.38,141.22,79.26,62.25,78.97,-18.73,2.3,4.23,163,56.44,2.61,1.45,1.93,18,54.81,10988.63,True,True
